ID,CategoryID,OptionID,Description,Plate_AH_Rating,CELL,TYPE,PLATES,Total_AH_Rating,VOLTAGE,Battery_Weight
1,BASE_PART_IB,51-1030,6 CELL 45 AH 11 PLT - 225 AH,45,6,45,11,225,12,260
2,BASE_PART_IB,51-1040,6 CELL 45 AH 13 PLT - 270 AH,45,6,45,13,270,12,290
3,BASE_PART_IB,51-1050,6 CELL 45 AH 15 PLT - 315 AH,45,6,45,15,315,12,336
4,BASE_PART_IB,51-1070,6 CELL 45 AH 19 PLT - 405 AH,45,6,45,19,405,12,450
5,BASE_PART_IB,51-1090,6 CELL 45 AH 23 PLT - 495 AH,45,6,45,23,495,12,534
6,BASE_PART_IB,51-1440,6 CELL 85 AH 05 PLT - 170 AH,85,6,75-85-105,5,170,12,230
7,BASE_PART_IB,51-1450,6 CELL 85 AH 07 PLT - 255 AH,85,6,75-85-105,7,255,12,300
8,BASE_PART_IB,51-1460,6 CELL 85 AH 09 PLT - 340 AH,85,6,75-85-105,9,340,12,380
9,BASE_PART_IB,51-1470,6 CELL 85 AH 11 PLT - 425 AH,85,6,75-85-105,11,425,12,470
10,BASE_PART_IB,51-1480,6 CELL 85 AH 13 PLT - 510 AH,85,6,75-85-105,13,510,12,520
11,BASE_PART_IB,51-1490,6 CELL 85 AH 15 PLT - 595 AH,85,6,75-85-105,15,595,12,610
12,BASE_PART_IB,51-1500,6 CELL 85 AH 17 PLT - 680 AH,85,6,75-85-105,17,680,12,690
13,BASE_PART_IB,51-1510,6 CELL 85 AH 19 PLT - 765 AH,85,6,75-85-105,19,765,12,880
14,BASE_PART_IB,51-1520,6 CELL 85 AH 21 PLT - 850 AH,85,6,75-85-105,21,850,12,800
15,BASE_PART_IB,51-1530,6 CELL 85 AH 23 PLT - 935 AH,85,6,75-85-105,23,935,12,940
16,BASE_PART_IB,51-1540,6 CELL 85 AH 25 PLT - 1020 AH,85,6,75-85-105,25,1020,12,1010
17,BASE_PART_IB,51-1550,6 CELL 85 AH 27 PLT - 1105 AH,85,6,75-85-105,27,1105,12,1090
18,BASE_PART_IB,51-1560,6 CELL 85 AH 29 PLT - 1190 AH,85,6,75-85-105,29,1190,12,1176
19,BASE_PART_IB,51-1570,6 CELL 85 AH 31 PLT - 1275 AH,85,6,75-85-105,31,1275,12,1250
20,BASE_PART_IB,51-1580,6 CELL 85 AH 33 PLT - 1360 AH,85,6,75-85-105,33,1360,12,1350
21,BASE_PART_IB,51-1860,6 CELL 125 AH 07 PLT - 375 AH,125,6,110-125-145,7,375,12,440
22,BASE_PART_IB,51-1870,6 CELL 125 AH 09 PLT - 500 AH,125,6,110-125-145,9,500,12,530
23,BASE_PART_IB,51-1880,6 CELL 125 AH 11 PLT - 625 AH,125,6,110-125-145,11,625,12,630
24,BASE_PART_IB,51-1890,6 CELL 125 AH 13 PLT - 750 AH,125,6,110-125-145,13,750,12,720
25,BASE_PART_IB,51-1900,6 CELL 125 AH 15 PLT - 875 AH,125,6,110-125-145,15,875,12,840
26,BASE_PART_IB,51-1910,6 CELL 125 AH 17 PLT - 1000 AH,125,6,110-125-145,17,1000,12,948
27,BASE_PART_IB,51-1920,6 CELL 125 AH 19 PLT - 1125 AH,125,6,110-125-145,19,1125,12,1070
28,BASE_PART_IB,51-1930,6 CELL 125 AH 21 PLT - 1250 AH,125,6,110-125-145,21,1250,12,1220
29,BASE_PART_IB,51-1940,6 CELL 125 AH 23 PLT - 1375 AH,125,6,110-125-145,23,1375,12,1330
30,BASE_PART_IB,51-1950,6 CELL 125 AH 25 PLT - 1500 AH,125,6,110-125-145,25,1500,12,1430
31,BASE_PART_IB,51-1960,6 CELL 125 AH 27 PLT - 1625 AH,125,6,110-125-145,27,1625,12,1518
32,BASE_PART_IB,51-2120,6 CELL 100 AH 11 PLT - 500 AH,100,6,90-100,11,500,12,510
33,BASE_PART_IB,51-2130,6 CELL 100 AH 13 PLT - 600 AH,100,6,90-100,13,600,12,630
34,BASE_PART_IB,51-2140,6 CELL 100 AH 15 PLT - 700 AH,100,6,90-100,15,700,12,710
35,BASE_PART_IB,51-2150,6 CELL 100 AH 17 PLT - 800 AH,100,6,90-100,17,800,12,800
36,BASE_PART_IB,51-2160,6 CELL 100 AH 19 PLT - 900 AH,100,6,90-100,19,900,12,870
37,BASE_PART_IB,51-2190,6 CELL 100 AH 25 PLT - 1200 AH,100,6,90-100,25,1200,12,1130
38,BASE_PART_IB,51-2360,6 CELL 100 AH 27 PLT - 1300 AH,100,6,90-100,27,1300,12,1210
39,BASE_PART_IB,52-1020,9 CELL 45 AH 09 PLT - 180 AH,45,9,45,9,180,18,330
40,BASE_PART_IB,52-1040,9 CELL 45 AH 13 PLT - 270 AH,45,9,45,13,270,18,432
41,BASE_PART_IB,52-1440,9 CELL 85 AH 05 PLT - 170 AH,85,9,75-85-105,5,170,18,350
42,BASE_PART_IB,52-1450,9 CELL 85 AH 07 PLT - 255 AH,85,9,75-85-105,7,255,18,450
43,BASE_PART_IB,52-1460,9 CELL 85 AH 09 PLT - 340 AH,85,9,75-85-105,9,340,18,570
44,BASE_PART_IB,52-1470,9 CELL 85 AH 11 PLT - 425 AH,85,9,75-85-105,11,425,18,710
45,BASE_PART_IB,52-1480,9 CELL 85 AH 13 PLT - 510 AH,85,9,75-85-105,13,510,18,780
46,BASE_PART_IB,52-1870,9 CELL 125 AH 09 PLT - 500 AH,125,9,110-125-145,9,500,18,675
47,BASE_PART_IB,52-1880,9 CELL 125 AH 11 PLT - 625 AH,125,9,110-125-145,11,625,18,950
48,BASE_PART_IB,52-1890,9 CELL 125 AH 13 PLT - 750 AH,125,9,110-125-145,13,750,18,1080
49,BASE_PART_IB,52-1900,9 CELL 125 AH 15 PLT - 875 AH,125,9,110-125-145,15,875,18,1260
50,BASE_PART_IB,52-1910,9 CELL 125 AH 17 PLT-1000 AH,125,9,110-125-145,17,1000,18,1430
51,BASE_PART_IB,52-1920,9 CELL 125 AH 19 PLT-1125 AH,125,9,110-125-145,19,1125,18,1600
52,BASE_PART_IB,52-1930,9 CELL 125 AH 21 PLT-1250 AH,125,9,110-125-145,21,1250,18,1820
53,BASE_PART_IB,52-2110,9 CELL 100 AH 09 PLT - 400 AH,100,9,90-100,9,400,18,650
54,BASE_PART_IB,52-2130,9 CELL 100 AH 13 PLT - 600 AH,100,9,90-100,13,600,18,940
55,BASE_PART_IB,53-1000,12 CELL 45 AH 05 PLT - 90 AH,45,12,45,5,90,24,216
56,BASE_PART_IB,53-1020,12 CELL 45 AH 09 PLT - 180 AH,45,12,45,9,180,24,440
57,BASE_PART_IB,53-1030,12 CELL 45 AH 11 PLT - 225 AH,45,12,45,11,225,24,510
58,BASE_PART_IB,53-1040,12 CELL 45 AH 13 PLT - 270 AH,45,12,45,13,270,24,580
59,BASE_PART_IB,53-1050,12 CELL 45 AH 15 PLT - 315 AH,45,12,45,15,315,24,680
60,BASE_PART_IB,53-1070,12 CELL 45 AH 19 PLT - 405 AH,45,12,45,19,405,24,890
61,BASE_PART_IB,53-1090,12 CELL 45 AH 23 PLT - 495 AH,45,12,45,23,495,24,1068
62,BASE_PART_IB,53-1440,12 CELL 85 AH 05 PLT - 170 AH,85,12,75-85-105,5,170,24,460
63,BASE_PART_IB,53-1450,12 CELL 85 AH 07 PLT - 255 AH,85,12,75-85-105,7,255,24,600
64,BASE_PART_IB,53-1460,12 CELL 85 AH 09 PLT - 340 AH,85,12,75-85-105,9,340,24,760
65,BASE_PART_IB,53-1470,12 CELL 85 AH 11 PLT - 425 AH,85,12,75-85-105,11,425,24,940
66,BASE_PART_IB,53-1480,12 CELL 85 AH 13 PLT - 510 AH,85,12,75-85-105,13,510,24,1040
67,BASE_PART_IB,53-1490,12 CELL 85 AH 15 PLT - 595 AH,85,12,75-85-105,15,595,24,1220
68,BASE_PART_IB,53-1500,12 CELL 85 AH 17 PLT - 680 AH,85,12,75-85-105,17,680,24,1380
69,BASE_PART_IB,53-1510,12 CELL 85 AH 19 PLT - 765 AH,85,12,75-85-105,19,765,24,1550
70,BASE_PART_IB,53-1520,12 CELL 85 AH 21 PLT - 850 AH,85,12,75-85-105,21,850,24,1590
71,BASE_PART_IB,53-1530,12 CELL 85 AH 23 PLT - 935 AH,85,12,75-85-105,23,935,24,1880
72,BASE_PART_IB,53-1540,12 CELL 85 AH 25 PLT - 1020 AH,85,12,75-85-105,25,1020,24,2020
73,BASE_PART_IB,53-1550,12 CELL 85 AH 27 PLT - 1105 AH,85,12,75-85-105,27,1105,24,2180
74,BASE_PART_IB,53-1560,12 CELL 85 AH 29 PLT - 1190 AH,85,12,75-85-105,29,1190,24,2360
75,BASE_PART_IB,53-1580,12 CELL 85 AH 33 PLT â€“ 1360 AH,85,12,75-85-105,33,1360,24,2700
76,BASE_PART_IB,53-1850,12 CELL 125 AH 05 PLT - 250 AH,125,12,110-125-145,5,250,24,740
77,BASE_PART_IB,53-1860,12 CELL 125 AH 07 PLT - 375 AH,125,12,110-125-145,7,375,24,880
78,BASE_PART_IB,53-1870,12 CELL 125 AH 09 PLT - 500 AH,125,12,110-125-145,9,500,24,1050
79,BASE_PART_IB,53-1880,12 CELL 125 AH 11 PLT - 625 AH,125,12,110-125-145,11,625,24,1260
80,BASE_PART_IB,53-1890,12 CELL 125 AH 13 PLT - 750 AH,125,12,110-125-145,13,750,24,1440
81,BASE_PART_IB,53-1900,12 CELL 125 AH 15 PLT - 875 AH,125,12,110-125-145,15,875,24,1680
82,BASE_PART_IB,53-1910,12 CELL 125 AH 17 PLT-1000 AH,125,12,110-125-145,17,1000,24,1900
83,BASE_PART_IB,53-1920,12 CELL 125 AH 19 PLT-1125 AH,125,12,110-125-145,19,1125,24,2140
84,BASE_PART_IB,53-1930,12 CELL 125 AH 21 PLT-1250 AH,125,12,110-125-145,21,1250,24,2430
85,BASE_PART_IB,53-1940,12 CELL 125 AH 23 PLT-1375 AH,125,12,110-125-145,23,1375,24,2660
86,BASE_PART_IB,53-1950,12 CELL 125 AH 25 PLT-1500 AH,125,12,110-125-145,25,1500,24,2850
87,BASE_PART_IB,53-1970,12 CELL 125 AH 33 PLT-2000 AH,125,12,110-125-145,33,2000,24,3612
88,BASE_PART_IB,53-2090,12 CELL 100 AH 05 PLT - 200 AH,100,12,90-100,5,200,24,580
89,BASE_PART_IB,53-2100,12 CELL 100 AH 07 PLT - 300 AH,100,12,90-100,7,300,24,720
90,BASE_PART_IB,53-2110,12 CELL 100 AH 09 PLT - 400 AH,100,12,90-100,9,400,24,870
91,BASE_PART_IB,53-2120,12 CELL 100 AH 11 PLT - 500 AH,100,12,90-100,11,500,24,1020
92,BASE_PART_IB,53-2130,12 CELL 100 AH 13 PLT - 600 AH,100,12,90-100,13,600,24,1250
93,BASE_PART_IB,53-2140,12 CELL 100 AH 15 PLT - 700 AH,100,12,90-100,15,700,24,1410
94,BASE_PART_IB,53-2150,12 CELL 100 AH 17 PLT - 800 AH,100,12,90-100,17,800,24,1600
95,BASE_PART_IB,53-2160,12 CELL 100 AH 19 PLT - 900 AH,100,12,90-100,19,900,24,1740
96,BASE_PART_IB,53-2170,12 CELL 100 AH 21 PLT-1000 AH,100,12,90-100,21,1000,24,1900
97,BASE_PART_IB,53-2190,12 CELL 100 AH 25 PLT-1200 AH,100,12,90-100,25,1200,24,2250
98,BASE_PART_IB,54-1060,15 CELL 45 AH 17 PLT - 360 AH,45,15,45,17,360,30,990
99,BASE_PART_IB,54-1490,15 CELL 85 AH 15 PLT - 595 AH,85,15,75-85-105,15,595,30,1520
100,BASE_PART_IB,54-1500,15 CELL 85 AH 17 PLT - 680 AH,85,15,75-85-105,17,680,30,1730
101,BASE_PART_IB,54-1510,15 CELL 85 AH 19 PLT - 765 AH,85,15,75-85-105,19,765,30,1940
102,BASE_PART_IB,54-1520,15 CELL 85 AH 21 PLT - 850 AH,85,15,75-85-105,21,850,30,1980
103,BASE_PART_IB,54-1530,15 CELL 85 AH 23 PLT - 935 AH,85,15,75-85-105,23,935,30,2340
104,BASE_PART_IB,54-1540,15 CELL 85 AH 25 PLT - 1020 AH,85,15,75-85-105,25,1020,30,2520
105,BASE_PART_IB,54-1860,15 CELL 125 AH 07 PLT - 375 AH,125,15,110-125-145,7,375,30,1100
106,BASE_PART_IB,54-2110,15 CELL 100 AH 09 PLT - 400 A,100,15,90-100,9,400,30,1080
107,BASE_PART_IB,55-1030,16 CELL 45 AH 11 PLT - 225 AH,45,16,45,11,225,32,680
108,BASE_PART_IB,55-1490,16 CELL 85 AH 15 PLT - 595 AH,85,16,75-85-105,15,595,32,1620
109,BASE_PART_IB,55-1510,16 CELL 85 AH 19 PLT - 765 AH,85,16,75-85-105,19,765,32,2070
110,BASE_PART_IB,55-1560,16 CELL 85 AH 29 PLT - 1560 AH,85,16,75-85-105,29,1190,32,3140
111,BASE_PART_IB,56-1010,18 CELL 45 AH 07 PLT - 135 AH,45,18,45,7,135,36,450
112,BASE_PART_IB,56-1020,18 CELL 45 AH 09 PLT - 180 AH,45,18,45,9,180,36,650
113,BASE_PART_IB,56-1030,18 CELL 45 AH 11 PLT - 225 AH,45,18,45,11,225,36,760
114,BASE_PART_IB,56-1040,18 CELL 45 AH 13 PLT - 270 AH,45,18,45,13,270,36,870
115,BASE_PART_IB,56-1050,18 CELL 45 AH 15 PLT - 315 AH,45,18,45,15,315,36,1010
116,BASE_PART_IB,56-1070,18 CELL 45 AH 19 PLT - 405 AH,45,18,45,19,405,36,1340
117,BASE_PART_IB,56-1080,18 CELL 45 AH 21 PLT - 450 AH,45,18,45,21,450,36,1460
118,BASE_PART_IB,56-1090,18 CELL 45 AH 23 PLT - 495 AH,45,18,45,23,495,36,1610
119,BASE_PART_IB,56-1110,18 CELL 45 AH 27 PLT - 585 AH,45,18,45,27,585,36,1944
120,BASE_PART_IB,56-1140,18 CELL 45 AH 33 PLT - 720 AH,45,18,45,33,720,36,2470
121,BASE_PART_IB,56-1450,18 CELL 85 AH 07 PLT - 255 AH,85,18,75-85-105,7,255,36,900
122,BASE_PART_IB,56-1460,18 CELL 85 AH 09 PLT - 340 AH,85,18,75-85-105,9,340,36,1140
123,BASE_PART_IB,56-1470,18 CELL 85 AH 11 PLT - 425 AH,85,18,75-85-105,11,425,36,1410
124,BASE_PART_IB,56-1480,18 CELL 85 AH 13 PLT - 510 AH,85,18,75-85-105,13,510,36,1550
125,BASE_PART_IB,56-1490,18 CELL 85 AH 15 PLT - 595 AH,85,18,75-85-105,15,595,36,1820
126,BASE_PART_IB,56-1500,18 CELL 85 AH 17 PLT - 680 AH,85,18,75-85-105,17,680,36,2070
127,BASE_PART_IB,56-1501,18 CELL 85 AH 17 PLT - 680 AH,85,18,75-85-105,17,680,36,2070
128,BASE_PART_IB,56-1510,18 CELL 85 AH 19 PLT - 765 AH,85,18,75-85-105,19,765,36,2330
129,BASE_PART_IB,56-1511,18 CELL 85 AH 19 PLT - 765 AH,85,18,75-85-105,19,765,36,2330
130,BASE_PART_IB,56-1520,18 CELL 85 AH 21 PLT - 850 AH,85,18,75-85-105,21,850,36,2380
131,BASE_PART_IB,56-1530,18 CELL 85 AH 23 PLT - 935 AH,85,18,75-85-105,23,935,36,2810
132,BASE_PART_IB,56-1540,18 CELL 85 AH 25 PLT - 1020 AH,85,18,75-85-105,25,1020,36,3030
133,BASE_PART_IB,56-1550,18 CELL 85 AH 27 PLT - 1105 AH,85,18,75-85-105,27,1105,36,3260
134,BASE_PART_IB,56-1560,18 CELL 85 AH 29 PLT - 1190 AH,85,18,75-85-105,29,1190,36,3530
135,BASE_PART_IB,56-1570,18 CELL 85 AH 31 PLT - 1275 AH,85,18,75-85-105,31,1275,36,3750
136,BASE_PART_IB,56-1580,18 CELL 85 AH 33 PLT - 1360 AH,85,18,75-85-105,33,1360,36,4040
137,BASE_PART_IB,56-1860,18 CELL 125 AH 07 PLT - 375 AH,125,18,110-125-145,7,375,36,1320
138,BASE_PART_IB,56-1870,18 CELL 125 AH 09 PLT - 500 AH,125,18,110-125-145,9,500,36,1570
139,BASE_PART_IB,56-1880,18 CELL 125 AH 11 PLT - 625 AH,125,18,110-125-145,11,625,36,1890
140,BASE_PART_IB,56-1890,18 CELL 125 AH 13 PLT - 750 AH,125,18,110-125-145,13,750,36,2160
141,BASE_PART_IB,56-1900,18 CELL 125 AH 15 PLT - 875 AH,125,18,110-125-145,15,875,36,2520
142,BASE_PART_IB,56-1910,18 CELL 125 AH 17 PLT-1000 AH,125,18,110-125-145,17,1000,36,2850
143,BASE_PART_IB,56-1920,18 CELL 125 AH 19 PLT-1125 AH,125,18,110-125-145,19,1125,36,3210
144,BASE_PART_IB,56-1930,18 CELL 125 AH 21 PLT-1250 AH,125,18,110-125-145,21,1250,36,3640
145,BASE_PART_IB,56-1940,18 CELL 125 AH 23 PLT-1375 AH,125,18,110-125-145,23,1375,36,3980
146,BASE_PART_IB,56-1950,18 CELL 125 AH 25 PLT-1500 AH,125,18,110-125-145,25,1500,36,4270
147,BASE_PART_IB,56-1960,18 CELL 125 AH 27 PLT-1625 AH,125,18,110-125-145,27,1625,36,4560
148,BASE_PART_IB,56-2100,18 CELL 100 AH 07 PLT - 300 AH,100,18,90-100,7,300,36,1080
149,BASE_PART_IB,56-2110,18 CELL 100 AH 09 PLT - 400 AH,100,18,90-100,9,400,36,1300
150,BASE_PART_IB,56-2120,18 CELL 100 AH 11 PLT - 500 AH,100,18,90-100,11,500,36,1530
151,BASE_PART_IB,56-2130,18 CELL 100 AH 13 PLT - 600 AH,100,18,90-100,13,600,36,1880
152,BASE_PART_IB,56-2140,18 CELL 100 AH 15 PLT - 700 AH,100,18,90-100,15,700,36,2110
153,BASE_PART_IB,56-2150,18 CELL 100 AH 17 PLT - 800 AH,100,18,90-100,17,800,36,2400
154,BASE_PART_IB,56-2160,18 CELL 100 AH 19 PLT - 900 AH,100,18,90-100,19,900,36,2610
155,BASE_PART_IB,56-2170,18 CELL 100 AH 21 PLT-1000 AH,100,18,90-100,21,1000,36,2850
